Name,EmployeId,Gender,Age,MaritalStatus,EducationField,Qualifications,Vertical,Role,Work Experience,DistanceFromHome,Daily,Hour,Monthly,MonthlyRate,OverTime,Hours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,Turnover,Travelling,Satisfaction,Engagement,JobLevel,Last Rating,SalaryHike,Work&Life
Esther,IDRD198,F,19,Married,Life Sciences,3,Research & Development,Laboratory Technician,3,16,424,92,3106,13507,Yes,80,2,2,2,2,2,No,Sometimes,3,4,1,3,17,3
Ethan,IDRD104,M,44,Divorced,Medical,2,Research & Development,Research Director,9,29,469,75,18412,16275,No,80,10,8,5,7,6,No,Sometimes,3,3,4,4,21,2
Ethel,IDRD181,F,36,Divorced,Medical,4,Research & Development,Healthcare Representative,1,2,787,35,5575,26933,No,80,5,3,1,2,3,No,Sometimes,3,3,2,3,12,2
Etta,IDSL360,F,48,Single,Life Sciences,3,Sales,Manager,7,3,682,86,19478,6528,No,80,20,0,10,4,1,No,Sometimes,2,2,4,3,12,3
Eugene,IDRD120,M,28,Married,Life Sciences,3,Research & Development,Manufacturing Director,5,3,385,78,4244,17628,No,80,1,0,0,0,1,No,Sometimes,1,2,2,3,14,2
Eugenia,IDRD942,F,33,Married,Life Sciences,3,Research & Development,Healthcare Representative,1,5,1023,85,9518,3956,No,80,7,7,0,3,2,No,Mostly,1,3,2,4,20,3
Eula,IDRD702,F,33,Married,Technical Degree,3,Research & Development,Manufacturing Director,1,1,398,75,13731,15966,No,80,19,7,2,8,3,No,No,3,3,3,3,21,2
Eunice,IDSL245,F,20,Married,Life Sciences,2,Sales,Sales Representative,1,2,138,98,3664,19436,No,80,6,3,0,3,0,No,Sometimes,3,2,1,3,11,3
Eva,IDRD190,F,26,Single,Medical,3,Research & Development,Research Scientist,1,10,641,34,4501,26638,No,80,5,4,1,2,5,Yes,Mostly,4,3,1,3,13,3
Evan,IDRD177,M,40,Married,Medical,2,Research & Development,Healthcare Representative,2,2,942,94,5620,10019,No,80,7,1,7,0,2,No,No,2,4,2,3,19,2
Evelyn,IDRD073,F,31,Single,Medical,2,Research & Development,Research Scientist,1,23,682,83,4593,18231,No,80,0,7,0,3,3,No,Sometimes,2,2,1,3,11,3
Everett,IDRD400,M,27,Single,Life Sciences,3,Research & Development,Research Scientist,1,15,1157,70,3205,4850,No,80,9,7,0,0,1,No,Sometimes,3,3,1,3,13,2
Ezekiel,IDRD716,M,33,Divorced,Life Sciences,3,Research & Development,Research Scientist,5,28,923,66,3241,9628,Yes,80,9,2,0,2,2,No,Sometimes,4,3,1,3,11,4
Ezra,IDRD640,M,25,Married,Medical,1,Research & Development,Research Scientist,2,2,1159,69,3192,5491,No,80,3,2,1,2,2,No,No,4,2,1,3,13,1
Fabian,IDRD769,M,29,Divorced,Medical,3,Research & Development,Laboratory Technician,4,21,350,97,2901,11721,No,80,7,2,1,1,0,No,Mostly,1,3,1,3,11,2
Faith,IDSL160,F,36,Married,Marketing,4,Sales,Sales Executive,8,26,867,39,5229,24552,No,80,10,7,5,7,4,No,Sometimes,3,2,2,3,17,1
Fannie,IDRD472,F,30,Divorced,Medical,1,Research & Development,Research Scientist,7,1,1299,85,3326,7563,No,80,5,2,1,2,2,No,Sometimes,1,4,1,3,19,2
Fatima,IDRD877,F,47,Married,Technical Degree,4,Research & Development,Manager,3,1,1262,56,17410,2243,No,80,4,2,0,4,2,No,Sometimes,4,2,5,3,11,3
Fay,IDRD891,F,32,Divorced,Other,2,Research & Development,Laboratory Technician,4,13,382,86,4782,19298,Yes,80,6,3,1,7,3,No,Sometimes,3,3,2,3,15,1
Faye,IDSL263,F,41,Single,Life Sciences,3,Sales,Sales Executive,4,7,776,50,9234,12663,No,80,7,7,0,7,1,No,Mostly,3,3,2,3,16,3
Felicia,IDSL217,F,21,Single,Medical,1,Sales,Sales Executive,1,5,879,40,8428,25074,Yes,80,10,5,0,9,3,No,Sometimes,3,1,3,3,11,2
Felipe,IDRD921,M,58,Single,Medical,2,Research & Development,Laboratory Technician,3,20,1174,74,4907,23586,Yes,80,7,2,0,7,2,No,Mostly,3,2,2,3,16,3
Felix,IDRD520,M,37,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,1,29,1307,52,6016,16662,No,80,10,8,3,9,3,No,Sometimes,2,1,2,3,11,3
Fern,IDRD810,F,34,Divorced,Medical,4,Research & Development,Research Scientist,3,5,461,82,3219,10675,No,80,5,2,1,2,4,No,Sometimes,4,3,1,3,12,3
Fernando,IDSL215,M,48,Single,Marketing,2,Sales,Sales Representative,0,1,230,78,4999,10298,No,80,3,2,2,2,2,No,Sometimes,4,3,2,4,25,3
Fiona,IDSL424,F,18,Single,Technical Degree,2,Sales,Sales Representative,1,2,575,32,2190,5297,No,80,1,0,0,0,6,Yes,Sometimes,1,2,1,3,13,3
Flora,IDRD544,F,31,Single,Medical,3,Research & Development,Research Scientist,1,4,460,58,2071,4182,No,80,1,0,0,0,6,No,Sometimes,3,3,1,4,23,3
Florence,IDRD141,F,36,Single,Life Sciences,5,Research & Development,Research Scientist,1,25,1134,51,3631,6335,Yes,80,10,0,10,7,3,Yes,Sometimes,3,4,1,4,21,3
Floyd,IDSL148,M,42,Single,Marketing,2,Sales,Sales Executive,6,21,443,56,15411,9455,No,80,15,1,0,7,2,Yes,Sometimes,2,3,3,3,13,3
Forrest,IDRD678,M,49,Married,Other,3,Research & Development,Research Scientist,1,5,422,76,2886,16242,No,80,5,3,1,2,5,No,Sometimes,3,4,1,3,14,2
Frances,IDHR005,F,27,Single,Human Resources,3,Human Resources,Human Resources,0,19,1425,44,1118,13723,No,80,0,0,1,0,2,Yes,Sometimes,4,4,1,3,11,3
Francesca,IDSL428,F,30,Married,Life Sciences,4,Sales,Sales Executive,9,2,564,92,7906,16747,Yes,80,5,3,1,0,5,Yes,Sometimes,1,4,2,3,15,3
Francine,IDSL393,F,28,Single,Life Sciences,3,Sales,Sales Executive,1,5,1424,44,17063,21873,No,80,3,8,1,2,5,Yes,No,2,1,3,3,18,3
Francis,IDRD170,M,35,Married,Life Sciences,4,Research & Development,Manager,9,28,176,76,17673,9454,Yes,80,7,4,0,7,2,No,Sometimes,4,3,4,3,18,3
Francis,IDRD944,F,47,Divorced,Life Sciences,2,Research & Development,Manufacturing Director,4,1,366,33,4113,26876,No,80,3,2,1,4,2,No,Sometimes,4,2,2,3,15,3
Francisco,IDSL163,M,29,Single,Life Sciences,3,Sales,Sales Representative,2,2,1068,70,2760,9585,No,80,3,1,0,2,2,No,Sometimes,3,2,1,4,21,1
Frank,IDSL013,M,35,Married,Marketing,2,Sales,Sales Executive,4,19,400,40,9280,22013,No,80,0,0,0,0,3,No,Sometimes,4,3,3,4,25,3
Frankie,IDSL359,M,50,Married,Life Sciences,2,Sales,Sales Executive,1,27,1495,56,6303,2227,No,80,10,6,9,7,3,No,Mostly,4,3,2,3,13,3
Frankie,IDSL410,F,50,Single,Medical,4,Sales,Manager,3,4,1068,92,19439,4759,No,80,3,2,0,2,5,No,Sometimes,4,3,4,3,14,1
Franklin,IDSL162,M,18,Married,Technical Degree,2,Sales,Sales Executive,2,2,463,66,4749,8312,No,80,7,0,0,7,3,No,Sometimes,3,3,1,3,17,2
Fred,IDRD138,M,37,Married,Other,3,Research & Development,Manager,0,1,1462,76,11865,13270,Yes,80,8,7,0,7,2,No,Sometimes,4,3,2,4,24,3
Freda,IDSL354,F,44,Divorced,Medical,2,Sales,Sales Executive,0,2,231,70,4456,13387,No,80,4,4,0,2,0,No,No,2,2,2,4,21,3
Freddie,IDRD518,M,48,Married,Medical,3,Research & Development,Manager,1,2,162,65,19585,8664,No,80,21,9,1,11,3,No,Sometimes,4,3,5,3,12,3
Frederick,IDRD191,M,43,Single,Medical,1,Research & Development,Laboratory Technician,9,6,242,30,3471,15307,No,80,2,2,2,2,3,No,Mostly,4,4,1,3,14,3
Fredrick,IDSL272,M,56,Divorced,Marketing,3,Sales,Sales Representative,4,2,640,38,2085,3358,No,80,2,4,4,2,3,No,No,4,2,1,3,13,3
Gabriel,IDRD132,M,28,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,1,7,441,30,9061,14314,No,80,17,17,4,3,2,Yes,Sometimes,3,1,3,3,14,2
Gabriela,IDRD487,F,43,Married,Medical,4,Research & Development,Laboratory Technician,9,2,451,66,2775,6273,No,80,2,2,2,2,1,No,Mostly,1,2,1,4,22,3
Gabriella,IDRD377,F,44,Married,Life Sciences,4,Research & Development,Research Scientist,1,8,111,83,5297,17003,Yes,80,7,5,1,0,3,No,No,4,4,2,3,11,3
Gabrielle,IDRD340,F,27,Divorced,Other,3,Research & Development,Human Resources,1,1,553,41,4787,9533,No,80,7,7,0,7,3,No,Sometimes,3,2,2,3,11,3
Gage,IDRD595,M,27,Married,Life Sciences,1,Research & Development,Laboratory Technician,1,18,1271,75,3904,11160,Yes,80,3,1,0,3,2,No,Sometimes,4,3,1,3,13,3
Gail,IDRD248,F,52,Married,Life Sciences,3,Research & Development,Research Scientist,0,2,1152,59,6453,5204,No,80,10,13,0,7,2,No,Sometimes,3,3,2,3,11,3
Garrett,IDRD346,M,50,Single,Medical,3,Research & Development,Research Director,3,1,996,37,19420,15310,No,80,23,5,1,12,2,Yes,Sometimes,3,3,5,3,12,3
Garry,IDRD651,M,33,Divorced,Life Sciences,1,Research & Development,Research Director,9,1,654,48,7735,21656,Yes,80,9,7,7,7,0,No,Sometimes,1,2,2,3,14,2
Gary,IDSL014,M,31,Divorced,Life Sciences,3,Sales,Sales Executive,3,6,211,90,2313,14904,No,80,0,0,0,8,2,No,Sometimes,1,1,3,3,11,2
Gavin,IDRD268,M,36,Married,Life Sciences,3,Research & Development,Research Scientist,1,9,124,68,2404,2718,No,80,15,4,9,3,3,Yes,Sometimes,4,3,1,4,21,2
Gayle,IDSL276,F,36,Married,Medical,4,Sales,Sales Executive,1,26,214,98,7393,6777,Yes,80,6,3,1,0,2,Yes,Sometimes,1,3,2,3,12,4
Gene,IDRD366,M,32,Single,Life Sciences,3,Research & Development,Laboratory Technician,1,1,958,73,8228,13428,No,80,9,1,2,0,4,No,Sometimes,2,3,1,3,12,3
Genesis,IDHR041,F,29,Married,Other,3,Human Resources,Healthcare Representative,1,11,1299,87,6265,7482,No,80,2,2,1,2,3,No,Sometimes,4,3,2,3,11,3
Geneva,IDRD461,F,39,Single,Human Resources,1,Research & Development,Research Director,9,9,1100,100,19717,3942,Yes,80,11,0,10,8,3,Yes,Mostly,3,3,3,4,22,4
Genevieve,IDHR026,F,43,Married,Medical,3,Human Resources,Manager,3,13,649,87,18438,21880,No,80,8,7,0,7,2,No,Sometimes,4,3,3,3,15,3
Geoffrey,IDRD565,M,33,Married,Medical,3,Research & Development,Manufacturing Director,7,20,398,83,1983,18247,Yes,80,4,3,0,5,2,Yes,Sometimes,4,3,2,3,12,3
George,IDRD014,M,44,Single,Medical,4,Research & Development,Healthcare Representative,2,22,531,91,17218,12066,No,80,1,0,0,0,6,No,Mostly,4,2,5,3,11,3
Georgia,IDSL142,F,26,Single,Other,3,Sales,Sales Representative,1,8,511,59,2991,24432,Yes,80,2,2,2,2,3,Yes,Sometimes,3,3,1,3,12,3
Gerald,IDSL045,M,35,Single,Life Sciences,2,Sales,Sales Executive,1,8,368,55,9608,13079,No,80,5,3,0,1,0,No,Sometimes,1,4,2,4,25,3
Geraldine,IDSL105,F,29,Married,Other,1,Sales,Sales Executive,1,22,1253,92,5517,16540,Yes,80,6,3,3,4,2,No,Mostly,3,2,2,4,23,3
Gerard,IDRD592,M,42,Married,Medical,4,Research & Development,Healthcare Representative,1,2,1492,51,10942,15202,No,80,26,9,6,8,5,No,Sometimes,4,3,3,3,15,2
Gerardo,IDSL311,M,24,Married,Technical Degree,3,Sales,Sales Representative,1,20,260,68,2758,26847,Yes,80,4,5,0,3,2,No,Mostly,1,3,1,3,11,4
Gertrude,IDRD273,F,28,Divorced,Life Sciences,1,Research & Development,Laboratory Technician,1,9,207,72,3933,24188,No,80,10,10,5,8,2,No,Sometimes,4,3,1,3,14,3
Gianna,IDRD554,F,23,Single,Life Sciences,3,Research & Development,Laboratory Technician,3,1,147,44,1129,13661,No,80,4,3,0,2,2,No,Sometimes,1,4,1,3,12,2
Gilbert,IDHR023,M,26,Divorced,Life Sciences,2,Human Resources,Sales Executive,0,20,567,98,5787,8151,No,80,5,4,1,4,5,No,Sometimes,4,3,2,4,23,3
Gina,IDSL140,F,46,Single,Medical,3,Sales,Human Resources,7,8,693,62,19164,15832,No,80,13,8,3,12,3,No,No,3,3,4,3,18,2
Ginger,IDRD709,F,40,Married,Life Sciences,3,Research & Development,Healthcare Representative,4,2,1110,82,4822,14933,Yes,80,5,7,2,2,2,No,Sometimes,2,3,2,3,17,4
Giovanni,IDRD535,M,29,Single,Life Sciences,1,Research & Development,Research Scientist,1,18,256,99,4429,22015,No,80,9,0,0,1,3,Yes,No,3,4,2,3,17,2
Giselle,IDHR052,F,50,Single,Marketing,3,Human Resources,Sales Executive,1,13,1258,37,9040,5110,No,80,1,0,1,0,3,Yes,No,1,3,3,3,14,3
Gladys,IDRD194,F,30,Married,Life Sciences,4,Research & Development,Healthcare Representative,7,23,1495,60,5913,17133,No,80,6,0,1,2,2,No,Sometimes,1,2,2,3,15,1
Glen,IDRD355,M,28,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,9,750,70,2436,25923,No,80,3,2,0,2,2,No,Sometimes,1,2,1,4,22,3
Glenda,IDRD394,F,45,Single,Life Sciences,2,Research & Development,Research Director,2,2,209,47,13922,13175,No,80,5,4,4,2,3,No,Sometimes,3,3,4,3,16,3
Glenn,IDRD204,M,36,Married,Medical,3,Research & Development,Laboratory Technician,1,27,109,56,2701,24001,No,80,5,2,1,3,1,No,Sometimes,4,2,1,3,13,2
Gloria,IDSL049,F,45,Single,Marketing,3,Sales,Sales Executive,7,22,337,86,4166,13456,No,80,6,2,0,2,3,No,Mostly,2,3,2,3,19,2
Goldie,IDSL397,F,56,Single,Life Sciences,3,Sales,Manager,9,2,490,33,13824,17729,No,80,10,7,6,7,2,No,Sometimes,3,3,4,3,12,2
Gordon,IDSL125,M,32,Married,Technical Degree,2,Sales,Sales Executive,5,1,1240,64,5352,12948,No,80,6,2,0,3,0,No,Mostly,1,4,2,3,19,3
Grace,IDRD086,F,41,Married,Life Sciences,3,Research & Development,Research Scientist,3,8,1450,53,3177,18789,Yes,80,2,2,2,2,2,Yes,Sometimes,1,3,1,3,12,2
Gracie,IDRD507,F,43,Married,Life Sciences,3,Research & Development,Healthcare Representative,0,2,1301,58,12428,9697,No,80,10,10,4,13,3,No,Mostly,3,4,4,3,15,3
Grady,IDRD699,M,19,Married,Medical,3,Research & Development,Laboratory Technician,6,1,1390,70,3026,8700,Yes,80,6,2,0,2,2,No,Sometimes,1,3,1,3,17,1
Graham,IDRD644,M,33,Single,Life Sciences,3,Research & Development,Research Scientist,0,1,1121,32,2018,26067,No,80,3,3,2,2,3,No,Sometimes,4,3,1,3,14,2
Grant,IDRD353,M,50,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,5,5,200,58,10096,23969,No,80,23,14,10,10,4,No,Sometimes,4,3,4,3,15,3
Grayson,IDHR034,M,52,Single,Technical Degree,1,Human Resources,Healthcare Representative,7,2,1492,33,5261,13767,Yes,80,13,2,1,2,3,No,Mostly,3,3,2,3,16,2
Greg,IDRD500,M,44,Married,Medical,3,Research & Development,Healthcare Representative,2,12,150,84,15981,11389,No,80,1,0,0,0,2,No,Sometimes,4,3,5,4,23,2
Gregg,IDSL388,M,46,Divorced,Marketing,4,Sales,Sales Executive,2,10,142,85,7845,18400,No,80,5,5,0,2,3,No,Sometimes,2,2,3,3,17,3
Gregory,IDHR003,M,50,Divorced,Medical,3,Human Resources,Manager,3,26,628,57,10998,3588,No,80,4,2,2,2,3,No,Sometimes,3,3,4,4,21,3
Gretchen,IDRD626,F,30,Married,Medical,4,Research & Development,Research Scientist,4,11,1199,32,2050,3342,Yes,80,2,2,2,2,3,No,Sometimes,3,3,1,3,12,2
Greyson,IDRD830,M,27,Single,Medical,3,Research & Development,Laboratory Technician,4,6,421,88,2290,2243,Yes,80,0,3,0,0,5,No,Sometimes,4,1,1,3,17,2
Griffin,IDRD757,M,46,Married,Life Sciences,4,Research & Development,Healthcare Representative,1,5,684,92,5958,23008,No,80,4,3,1,1,2,No,Mostly,3,4,2,3,15,3
Guadalupe,IDRD559,F,44,Single,Other,3,Research & Development,Healthcare Representative,2,24,1307,31,5831,11213,No,80,7,7,7,8,6,No,Sometimes,2,3,2,3,14,4
Guillermo,IDRD918,M,29,Married,Other,2,Research & Development,Research Scientist,1,1,1300,41,3737,6377,Yes,80,1,8,0,4,2,No,Sometimes,4,2,1,3,18,3
Gustavo,IDRD798,M,38,Single,Technical Degree,3,Research & Development,Healthcare Representative,1,26,346,92,5620,21576,No,80,10,8,6,8,2,Yes,Mostly,3,3,3,3,17,2
Guy,IDRD443,M,27,Married,Technical Degree,3,Research & Development,Laboratory Technician,1,16,1110,71,4428,6062,Yes,80,3,2,0,0,5,No,Mostly,4,3,1,3,13,3
Gwen,IDRD919,F,34,Divorced,Technical Degree,2,Research & Development,Laboratory Technician,3,13,1230,95,2717,5399,Yes,80,2,2,2,2,2,Yes,Sometimes,4,3,1,3,16,2
Gwendolyn,IDRD375,F,30,Married,Life Sciences,2,Research & Development,Laboratory Technician,2,2,1490,85,2516,17410,No,80,5,0,0,3,2,No,Sometimes,3,3,1,3,13,2
Hadley,IDSL436,F,29,Married,Technical Degree,3,Sales,Sales Representative,1,23,392,37,2223,25571,No,80,2,2,2,2,4,No,Sometimes,2,3,1,3,16,3
Hailey,IDRD297,F,41,Single,Medical,4,Research & Development,Manufacturing Director,7,2,111,79,5463,16966,No,80,5,3,1,2,4,No,Sometimes,4,3,2,3,13,4
Haley,IDRD303,F,54,Married,Medical,3,Research & Development,Laboratory Technician,2,17,222,34,3325,16735,No,80,2,2,2,2,2,No,Sometimes,2,3,1,3,12,3
Hallie,IDRD910,F,32,Single,Life Sciences,3,Research & Development,Laboratory Technician,1,18,1327,94,8839,16333,No,80,5,3,0,3,2,Yes,Sometimes,1,4,2,3,11,3
Hanna,IDRD777,F,28,Married,Technical Degree,3,Research & Development,Manufacturing Director,1,13,111,87,7949,15254,No,80,6,4,0,7,2,No,Mostly,3,4,3,4,21,3
Hannah,IDRD098,F,46,Single,Life Sciences,3,Research & Development,Research Scientist,5,2,289,65,3376,20836,No,80,5,1,0,8,2,No,Sometimes,1,2,1,3,16,3
Harley,IDRD763,M,54,Married,Medical,5,Research & Development,Manager,2,2,823,78,19382,21425,No,80,5,0,0,0,2,No,Sometimes,1,3,4,3,11,3
Harold,IDSL034,M,35,Single,Medical,1,Sales,Sales Representative,6,1,1281,51,2705,6850,No,80,4,3,1,3,1,No,No,4,3,1,3,14,3
Harper,IDRD484,F,42,Married,Life Sciences,4,Research & Development,Manufacturing Director,2,1,1192,90,4408,21593,No,80,5,2,0,2,3,No,Mostly,4,2,2,3,13,2
Harriet,IDRD456,F,35,Single,Medical,3,Research & Development,Research Scientist,1,25,158,88,2013,26470,Yes,80,10,8,0,0,3,Yes,Sometimes,4,3,1,3,11,3
Harrison,IDSL238,M,43,Divorced,Marketing,1,Sales,Sales Representative,1,12,218,32,2578,2227,Yes,80,1,0,0,0,3,No,Sometimes,3,1,2,3,14,2
Harry,IDRD106,M,46,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,3,1,261,46,3712,2125,Yes,80,4,2,0,2,3,No,Sometimes,2,1,1,4,24,2
Harvey,IDHR024,M,41,Divorced,Marketing,4,Human Resources,Research Scientist,3,19,634,67,2344,4560,Yes,80,2,2,2,1,2,Yes,Sometimes,3,3,1,3,18,3
Hattie,IDRD424,F,35,Single,Life Sciences,1,Research & Development,Healthcare Representative,1,5,287,86,5665,21279,No,80,10,7,0,9,1,No,Sometimes,2,2,2,4,23,3
Hayden,IDRD411,M,25,Divorced,Life Sciences,2,Research & Development,Research Scientist,0,7,170,89,4800,16375,No,80,4,2,1,2,2,No,Sometimes,1,3,1,3,12,2
Haylee,IDRD957,F,40,Married,Medical,3,Research & Development,Research Director,1,8,476,30,13806,4160,No,80,20,6,3,7,3,No,Mostly,3,1,3,4,24,3
Hayley,IDRD616,F,58,Married,Medical,4,Research & Development,Healthcare Representative,6,8,1282,52,6479,19784,Yes,80,2,2,2,2,2,No,Sometimes,3,3,2,3,15,3
Hazel,IDRD196,F,40,Single,Medical,3,Research & Development,Laboratory Technician,2,9,442,34,5475,2227,Yes,80,7,7,0,8,3,No,Sometimes,4,3,2,3,13,4
Heath,IDRD939,M,30,Divorced,Medical,1,Research & Development,Laboratory Technician,4,16,1239,61,2323,24303,No,80,5,1,1,4,2,No,No,1,3,1,3,19,4
Heather,IDRD072,F,34,Divorced,Life Sciences,4,Research & Development,Research Scientist,2,2,1492,76,4945,13052,No,80,5,3,1,0,3,No,No,2,2,2,4,25,3
Hector,IDRD408,M,24,Married,Life Sciences,3,Research & Development,Research Scientist,1,3,677,70,2738,8927,No,80,1,0,0,0,6,Yes,Sometimes,1,2,1,3,14,4
Heidi,IDSL150,F,26,Single,Life Sciences,3,Sales,Sales Executive,1,20,275,71,5341,20394,No,80,1,0,0,0,6,Yes,No,3,3,3,3,15,3
Helen,IDRD029,F,43,Single,Medical,3,Research & Development,Laboratory Technician,8,1,863,73,2268,15781,No,80,2,2,0,2,2,No,Sometimes,3,4,1,3,12,3
Helena,IDRD807,F,35,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,2,10,313,68,4249,15579,Yes,80,7,0,0,0,2,No,Mostly,4,3,2,3,16,3
Helene,IDRD876,F,25,Married,Technical Degree,3,Research & Development,Laboratory Technician,1,1,727,84,2384,6937,No,80,5,5,0,2,3,No,Sometimes,1,3,1,4,21,3
Henrietta,IDRD667,F,41,Single,Life Sciences,4,Research & Development,Laboratory Technician,2,6,1232,70,2018,6845,Yes,80,1,0,0,0,2,No,Sometimes,1,3,1,4,25,3
Henry,IDSL023,M,36,Married,Life Sciences,4,Sales,Sales Executive,1,1,917,45,5477,14662,No,80,16,8,5,7,2,No,Sometimes,3,3,2,4,21,3
Herbert,IDSL098,M,30,Single,Life Sciences,3,Sales,Sales Executive,0,25,1426,43,6513,14493,No,80,6,4,7,3,3,No,No,1,2,2,3,19,3
Herman,IDRD350,M,34,Married,Life Sciences,2,Research & Development,Research Scientist,1,1,1389,45,2814,4563,No,80,1,8,1,0,2,No,No,3,2,1,3,18,3
Hilda,IDRD486,F,26,Single,Life Sciences,3,Research & Development,Research Scientist,0,11,1416,56,2707,6457,No,80,3,2,1,0,2,No,Mostly,4,1,1,4,20,3
Hillary,IDSL430,F,43,Divorced,Marketing,4,Sales,Sales Executive,2,2,837,39,6339,23005,No,80,5,0,1,3,2,No,Sometimes,3,3,2,3,14,3
Holly,IDRD234,F,24,Married,Life Sciences,1,Research & Development,Laboratory Technician,0,2,627,54,2310,15932,No,80,1,0,0,0,6,Yes,Mostly,3,1,1,3,17,3
Homer,IDSL286,M,35,Divorced,Marketing,5,Sales,Sales Executive,1,9,309,100,6308,14879,No,80,7,7,1,7,3,No,Sometimes,1,3,2,3,12,2
Hope,IDRD445,F,36,Divorced,Other,4,Research & Development,Research Scientist,1,8,564,75,4029,18363,Yes,80,5,5,1,3,3,No,No,4,3,1,3,11,2
Horace,IDSL305,M,33,Married,Life Sciences,4,Sales,Sales Executive,3,22,1148,89,4502,24412,Yes,80,2,2,2,2,2,Yes,Sometimes,2,3,2,3,15,1
Howard,IDRD135,M,30,Divorced,Technical Degree,4,Research & Development,Laboratory Technician,3,1,111,63,2331,26933,No,80,1,0,1,0,4,No,Sometimes,3,4,2,3,13,3
Hubert,IDRD602,M,45,Divorced,Other,3,Research & Development,Healthcare Representative,9,1,320,81,4262,3991,No,80,4,4,0,4,2,No,Mostly,2,3,2,3,18,3
Hudson,IDRD566,M,38,Married,Medical,3,Research & Development,Healthcare Representative,7,2,604,41,6294,8622,No,80,5,2,0,1,2,No,Sometimes,1,3,2,3,13,3
Hugh,IDRD475,M,39,Single,Medical,4,Research & Development,Laboratory Technician,3,2,1369,61,2433,12756,No,80,7,0,7,7,2,Yes,Mostly,3,1,1,3,12,1
Hugo,IDRD860,M,32,Married,Life Sciences,3,Research & Development,Manager,7,13,111,47,16084,14897,Yes,80,12,9,11,6,1,No,Sometimes,3,2,3,3,14,2
Hunter,IDRD215,M,45,Single,Medical,3,Research & Development,Research Director,9,7,194,44,18246,17587,No,80,5,4,1,2,3,No,Sometimes,4,3,3,4,21,3
Ian,IDSL089,M,30,Single,Life Sciences,5,Sales,Sales Executive,0,4,609,60,4697,21415,No,80,7,7,0,7,2,No,Sometimes,1,3,2,3,11,3
Ida,IDSL119,F,26,Divorced,Human Resources,2,Sales,Sales Executive,1,9,778,31,5410,25506,Yes,80,4,3,3,3,2,Yes,Mostly,2,3,2,3,15,4
Ina,IDRD861,F,55,Married,Medical,3,Research & Development,Manager,7,11,905,59,19847,15650,No,80,6,2,1,3,0,No,Sometimes,1,4,4,4,11,3
Inez,IDSL269,F,36,Single,Marketing,4,Sales,Sales Executive,1,16,341,36,4848,10709,Yes,80,10,8,1,8,6,No,Sometimes,2,2,2,3,15,2
Ira,IDRD637,M,35,Married,Technical Degree,2,Research & Development,Research Scientist,1,4,963,38,2186,16088,No,80,7,7,7,7,5,Yes,Sometimes,1,2,1,3,13,1
Irene,IDRD130,F,33,Single,Life Sciences,2,Research & Development,Laboratory Technician,1,8,367,31,3250,6273,No,80,5,0,1,7,2,No,Sometimes,3,3,1,3,14,2
Iris,IDRD477,F,21,Single,Medical,1,Research & Development,Research Scientist,1,6,976,60,2084,7962,No,80,1,0,0,0,0,No,No,3,1,1,3,14,3
Irma,IDSL256,F,52,Single,Marketing,3,Sales,Manager,4,12,826,100,16140,9890,No,80,2,2,2,2,2,No,Sometimes,2,3,4,3,11,4
Irvin,IDRD780,M,25,Single,Life Sciences,2,Research & Development,Laboratory Technician,1,2,704,92,2190,22525,No,80,6,5,1,2,2,No,No,3,1,2,3,13,3
Irving,IDRD733,M,22,Single,Life Sciences,1,Research & Development,Research Scientist,1,11,247,80,2591,2956,No,80,0,0,0,0,3,No,Sometimes,3,4,1,3,14,3
Isaac,IDRD167,M,50,Single,Life Sciences,3,Research & Development,Research Director,7,4,1491,93,13290,2227,No,80,15,4,1,8,3,No,Sometimes,4,2,3,3,12,3
Isabel,IDHR025,F,55,Single,Technical Degree,3,Human Resources,Manager,2,24,111,56,19181,3518,No,80,2,2,2,4,3,No,Sometimes,2,4,3,4,23,3
Isabella,IDSL063,F,18,Single,Life Sciences,1,Sales,Sales Representative,1,18,1145,38,2234,5512,No,80,1,0,0,0,2,Yes,Sometimes,4,1,1,3,11,3
Isabelle,IDSL220,F,29,Single,Life Sciences,1,Sales,Sales Representative,3,2,190,74,2162,20207,Yes,80,2,2,2,2,3,No,Mostly,4,3,1,3,13,3
Isaiah,IDRD233,M,38,Single,Medical,3,Research & Development,Laboratory Technician,0,1,1462,91,2265,10856,No,80,4,2,1,2,3,No,Sometimes,4,3,1,3,16,3
Ismael,IDRD808,M,24,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,1,1393,80,3341,26914,Yes,80,4,1,0,2,3,Yes,Sometimes,4,3,1,3,11,4
Israel,IDRD576,M,28,Single,Life Sciences,1,Research & Development,Research Scientist,1,13,671,91,2342,26914,No,80,0,1,0,0,0,No,Sometimes,4,4,1,4,22,3
Iva,IDRD803,F,37,Married,Life Sciences,3,Research & Development,Research Scientist,0,1,572,73,3071,4772,No,80,0,0,0,7,3,No,Sometimes,4,2,1,3,14,4
